,SRC_IP,DST_IP,SRC_PORT,DST_PORT,PROTOCOL,TOS,TIMESTAMP_START,TIMESTAMP_END,PACKETS,BYTES
1823,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.949687,2022-02-08 01:49:14.949687,1,52
1824,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.949826,2022-02-08 01:49:14.949826,1,4156
1825,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.949830,2022-02-08 01:49:14.949830,1,52
1826,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.951625,2022-02-08 01:49:14.951625,5,7100
1827,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.951628,2022-02-08 01:49:14.951628,1,52
1828,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.951638,2022-02-08 01:49:14.951638,1,64
1829,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.951639,2022-02-08 01:49:14.951639,2,128
1830,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.951640,2022-02-08 01:49:14.951640,1,52
1831,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.952198,2022-02-08 01:49:14.952198,1,12364
1832,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.952207,2022-02-08 01:49:14.952207,1,52
1833,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.952776,2022-02-08 01:49:14.952776,1,9628
1834,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.952779,2022-02-08 01:49:14.952779,1,52
1835,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.952836,2022-02-08 01:49:14.952836,4,9784
1836,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.952839,2022-02-08 01:49:14.952839,1,52
1837,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.952842,2022-02-08 01:49:14.952842,1,64
1838,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.952843,2022-02-08 01:49:14.952843,2,104
1839,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.952958,2022-02-08 01:49:14.952958,1,1420
1840,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.952959,2022-02-08 01:49:14.952959,1,52
1841,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.952998,2022-02-08 01:49:14.952998,1,1420
1842,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.953402,2022-02-08 01:49:14.953402,1,2788
1843,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.953404,2022-02-08 01:49:14.953404,1,52
1844,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.955270,2022-02-08 01:49:14.955270,1,2788
1845,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.955272,2022-02-08 01:49:14.955272,1,52
1846,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.955336,2022-02-08 01:49:14.955336,5,8468
1847,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.955341,2022-02-08 01:49:14.955341,1,52
1848,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.955342,2022-02-08 01:49:14.955342,1,64
1849,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.955343,2022-02-08 01:49:14.955343,1,52
1850,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.955344,2022-02-08 01:49:14.955344,1,64
1851,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.955345,2022-02-08 01:49:14.955345,1,52
1852,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.955370,2022-02-08 01:49:14.955370,2,5576
1853,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.955372,2022-02-08 01:49:14.955372,1,52
1854,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.955373,2022-02-08 01:49:14.955373,1,52
1855,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.955392,2022-02-08 01:49:14.955392,1,2788
1856,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.955394,2022-02-08 01:49:14.955394,1,52
1857,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.955747,2022-02-08 01:49:14.955747,1,59
1858,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.955747,2022-02-08 01:49:14.955747,1,5524
1859,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.955778,2022-02-08 01:49:14.955778,1,52
1860,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.955787,2022-02-08 01:49:14.955787,3,4260
1861,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.955788,2022-02-08 01:49:14.955788,1,52
1862,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.955789,2022-02-08 01:49:14.955789,1,64
1863,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.955790,2022-02-08 01:49:14.955790,1,52
1864,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.956083,2022-02-08 01:49:14.956083,1,2788
1865,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.956085,2022-02-08 01:49:14.956085,1,52
1866,142.251.32.131,192.168.64.2,443,36135,udp,0,2022-02-08 01:49:14.957586,2022-02-08 01:49:14.957586,1,1385
1867,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.957586,2022-02-08 01:49:14.957586,6,13992
1868,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.957608,2022-02-08 01:49:14.957608,1,64
1869,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.957618,2022-02-08 01:49:14.957618,1,72
1870,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.957619,2022-02-08 01:49:14.957619,1,64
1871,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.957620,2022-02-08 01:49:14.957620,1,52
1872,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.957621,2022-02-08 01:49:14.957621,2,104
1873,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.957730,2022-02-08 01:49:14.957730,1,2788
1874,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.957741,2022-02-08 01:49:14.957741,1,52
1875,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.958060,2022-02-08 01:49:14.958060,1,1420
1876,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.958063,2022-02-08 01:49:14.958063,1,52
1877,192.168.64.2,142.251.32.131,36135,443,udp,0,2022-02-08 01:49:14.958134,2022-02-08 01:49:14.958134,1,1385
1878,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.958155,2022-02-08 01:49:14.958155,1,2788
1879,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.958158,2022-02-08 01:49:14.958158,1,52
1880,142.251.32.131,192.168.64.2,443,36135,udp,0,2022-02-08 01:49:14.959099,2022-02-08 01:49:14.959099,2,2770
1881,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.959099,2022-02-08 01:49:14.959099,1,1420
1882,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.959115,2022-02-08 01:49:14.959115,1,52
1883,192.168.64.2,142.251.32.131,36135,443,udp,0,2022-02-08 01:49:14.959251,2022-02-08 01:49:14.959251,1,70
1884,142.251.32.131,192.168.64.2,443,36135,udp,0,2022-02-08 01:49:14.960334,2022-02-08 01:49:14.960334,2,1905
1885,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.960334,2022-02-08 01:49:14.960334,1,1381
1886,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.960403,2022-02-08 01:49:14.960403,5,6925
1887,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.960443,2022-02-08 01:49:14.960443,3,4155
1888,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.960445,2022-02-08 01:49:14.960445,1,1385
1889,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.960472,2022-02-08 01:49:14.960472,3,4155
1890,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.960510,2022-02-08 01:49:14.960510,3,6996
1891,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.960516,2022-02-08 01:49:14.960516,1,64
1892,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.960523,2022-02-08 01:49:14.960523,1,52
1893,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.960524,2022-02-08 01:49:14.960524,1,52
1894,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.960719,2022-02-08 01:49:14.960719,1,64
1895,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.960822,2022-02-08 01:49:14.960822,2,4208
1896,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.960869,2022-02-08 01:49:14.960869,1,52
1897,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.960875,2022-02-08 01:49:14.960875,1,64
1898,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.960878,2022-02-08 01:49:14.960878,1,1420
1899,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.960879,2022-02-08 01:49:14.960879,1,52
1900,192.168.64.2,142.251.32.131,36135,443,udp,0,2022-02-08 01:49:14.962064,2022-02-08 01:49:14.962064,1,71
1901,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.962548,2022-02-08 01:49:14.962548,1,57
1902,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.962548,2022-02-08 01:49:14.962548,1,2788
1903,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.962568,2022-02-08 01:49:14.962568,1,52
1904,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.962581,2022-02-08 01:49:14.962581,3,5628
1905,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.962583,2022-02-08 01:49:14.962583,1,52
1906,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.962585,2022-02-08 01:49:14.962585,1,64
1907,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.962586,2022-02-08 01:49:14.962586,1,52
1908,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.962614,2022-02-08 01:49:14.962614,2,2840
1909,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.962616,2022-02-08 01:49:14.962616,1,64
1910,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.962617,2022-02-08 01:49:14.962617,1,52
1911,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.962710,2022-02-08 01:49:14.962710,3,4260
1912,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.962711,2022-02-08 01:49:14.962711,1,2788
1913,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.962712,2022-02-08 01:49:14.962712,1,52
1914,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.962716,2022-02-08 01:49:14.962716,2,128
1915,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.962717,2022-02-08 01:49:14.962717,1,52
1916,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.962885,2022-02-08 01:49:14.962885,1,1385
1917,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.962885,2022-02-08 01:49:14.962885,1,1420
1918,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.962890,2022-02-08 01:49:14.962890,1,52
1919,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.963289,2022-02-08 01:49:14.963289,1,1385
1920,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.963361,2022-02-08 01:49:14.963361,3,4260
1921,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.963373,2022-02-08 01:49:14.963373,1,52
1922,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.963386,2022-02-08 01:49:14.963386,1,64
1923,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.963388,2022-02-08 01:49:14.963388,1,52
1924,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.963627,2022-02-08 01:49:14.963627,1,1420
1925,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.963630,2022-02-08 01:49:14.963630,1,52
1926,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.963691,2022-02-08 01:49:14.963691,1,59
1927,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.963737,2022-02-08 01:49:14.963737,1,2788
1928,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.963740,2022-02-08 01:49:14.963740,1,52
1929,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.963851,2022-02-08 01:49:14.963851,1,1420
1930,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.963853,2022-02-08 01:49:14.963853,1,52
1931,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.963882,2022-02-08 01:49:14.963882,1,2788
1932,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.963884,2022-02-08 01:49:14.963884,1,52
1933,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.964356,2022-02-08 01:49:14.964356,3,4260
1934,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.964358,2022-02-08 01:49:14.964358,1,52
1935,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.964363,2022-02-08 01:49:14.964363,1,64
1936,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.964364,2022-02-08 01:49:14.964364,1,52
1937,192.168.64.2,142.250.115.94,44350,80,tcp,0,2022-02-08 01:49:14.964393,2022-02-08 01:49:14.964393,1,478
1938,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.964563,2022-02-08 01:49:14.964563,3,4260
1939,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.964566,2022-02-08 01:49:14.964566,1,64
1940,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.964572,2022-02-08 01:49:14.964572,2,104
1941,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.965206,2022-02-08 01:49:14.965206,1,2788
1942,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.965211,2022-02-08 01:49:14.965211,1,52
1943,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.965611,2022-02-08 01:49:14.965611,1,2788
1944,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.965614,2022-02-08 01:49:14.965614,1,52
1945,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.966867,2022-02-08 01:49:14.966867,1,1420
1946,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.966875,2022-02-08 01:49:14.966875,1,52
1947,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.967004,2022-02-08 01:49:14.967004,2,5576
1948,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.967007,2022-02-08 01:49:14.967007,1,52
1949,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.967011,2022-02-08 01:49:14.967011,1,52
1950,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.967190,2022-02-08 01:49:14.967190,1,1385
1951,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.967272,2022-02-08 01:49:14.967272,1,1385
1952,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.967295,2022-02-08 01:49:14.967295,1,1420
1953,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.967298,2022-02-08 01:49:14.967298,1,52
1954,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.967389,2022-02-08 01:49:14.967389,2,2770
1955,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.967445,2022-02-08 01:49:14.967445,1,59
1956,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.967524,2022-02-08 01:49:14.967524,1,59
1957,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.967684,2022-02-08 01:49:14.967684,1,1385
1958,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.967967,2022-02-08 01:49:14.967967,1,1385
1959,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.968000,2022-02-08 01:49:14.968000,1,59
1960,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.968074,2022-02-08 01:49:14.968074,1,2788
1961,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.968077,2022-02-08 01:49:14.968077,1,52
1962,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.968178,2022-02-08 01:49:14.968178,1,2788
1963,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.968180,2022-02-08 01:49:14.968180,1,52
1964,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.968262,2022-02-08 01:49:14.968262,2,2840
1965,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.968266,2022-02-08 01:49:14.968266,1,64
1966,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.968273,2022-02-08 01:49:14.968273,1,52
1967,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.968444,2022-02-08 01:49:14.968444,1,4156
1968,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.968446,2022-02-08 01:49:14.968446,1,52
1969,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.968484,2022-02-08 01:49:14.968484,1,1420
1970,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.968485,2022-02-08 01:49:14.968485,1,52
1971,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.968642,2022-02-08 01:49:14.968642,2,2840
1972,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.968645,2022-02-08 01:49:14.968645,1,52
1973,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.968650,2022-02-08 01:49:14.968650,1,52
1974,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.968798,2022-02-08 01:49:14.968798,1,2788
1975,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.968799,2022-02-08 01:49:14.968799,1,52
1976,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.969134,2022-02-08 01:49:14.969134,4,7048
1977,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.969136,2022-02-08 01:49:14.969136,1,52
1978,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.969140,2022-02-08 01:49:14.969140,1,64
1979,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.969142,2022-02-08 01:49:14.969142,2,104
1980,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.969339,2022-02-08 01:49:14.969339,1,4156
1981,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.969341,2022-02-08 01:49:14.969341,1,52
1982,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.969473,2022-02-08 01:49:14.969473,2,2770
1983,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.969530,2022-02-08 01:49:14.969530,1,60
1984,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.970206,2022-02-08 01:49:14.970206,2,2770
1985,99.84.70.19,192.168.64.2,443,47582,tcp,0,2022-02-08 01:49:14.970206,2022-02-08 01:49:14.970206,1,3628
1986,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.970217,2022-02-08 01:49:14.970217,1,52
1987,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.970339,2022-02-08 01:49:14.970339,1,60
1988,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.970449,2022-02-08 01:49:14.970449,1,76
1989,192.168.64.2,99.84.70.19,47582,443,tcp,0,2022-02-08 01:49:14.970460,2022-02-08 01:49:14.970460,1,52
1990,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.970820,2022-02-08 01:49:14.970820,2,2770
1991,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.970927,2022-02-08 01:49:14.970927,1,60
1992,192.168.64.2,192.168.64.1,41682,53,udp,0,2022-02-08 01:49:14.972044,2022-02-08 01:49:14.972044,1,86
1993,192.168.64.2,99.84.70.19,47584,443,tcp,0,2022-02-08 01:49:14.972381,2022-02-08 01:49:14.972381,1,60
1994,192.168.64.1,192.168.64.2,53,41682,udp,0,2022-02-08 01:49:14.973325,2022-02-08 01:49:14.973325,1,167
1995,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.973716,2022-02-08 01:49:14.973716,8,11080
1996,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.973730,2022-02-08 01:49:14.973730,8,11080
1997,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.973763,2022-02-08 01:49:14.973763,3,4155
1998,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.973769,2022-02-08 01:49:14.973769,1,1385
1999,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.973802,2022-02-08 01:49:14.973802,4,5540
2000,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.973805,2022-02-08 01:49:14.973805,2,2298
2001,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.974024,2022-02-08 01:49:14.974024,1,1385
2002,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.974243,2022-02-08 01:49:14.974243,1,67
2003,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.974323,2022-02-08 01:49:14.974323,1,1385
2004,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.974575,2022-02-08 01:49:14.974575,2,2770
2005,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.974635,2022-02-08 01:49:14.974635,1,61
2006,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.975823,2022-02-08 01:49:14.975823,1,1385
2007,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.976538,2022-02-08 01:49:14.976538,2,2770
2008,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.976602,2022-02-08 01:49:14.976602,1,61
2009,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.976668,2022-02-08 01:49:14.976668,1,1385
2010,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.981071,2022-02-08 01:49:14.981071,1,1385
2011,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.981072,2022-02-08 01:49:14.981072,1,1385
2012,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.981221,2022-02-08 01:49:14.981221,4,5540
2013,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.981249,2022-02-08 01:49:14.981249,1,1385
2014,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.981297,2022-02-08 01:49:14.981297,1,61
2015,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.981397,2022-02-08 01:49:14.981397,1,61
2016,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.982596,2022-02-08 01:49:14.982596,1,1385
2017,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.982736,2022-02-08 01:49:14.982736,1,1385
2018,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.982764,2022-02-08 01:49:14.982764,1,61
2019,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.983239,2022-02-08 01:49:14.983239,1,1385
2020,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.983539,2022-02-08 01:49:14.983539,1,492
2021,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.983650,2022-02-08 01:49:14.983650,1,1385
2022,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.983687,2022-02-08 01:49:14.983687,1,61
2023,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.984741,2022-02-08 01:49:14.984741,1,1385
2024,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.984923,2022-02-08 01:49:14.984923,1,1385
2025,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.984955,2022-02-08 01:49:14.984955,1,61
2026,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.991175,2022-02-08 01:49:14.991175,2,2770
2027,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.991176,2022-02-08 01:49:14.991176,6,8310
2028,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.991197,2022-02-08 01:49:14.991197,2,2770
2029,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.991454,2022-02-08 01:49:14.991454,1,61
2030,142.250.115.104,192.168.64.2,443,34512,udp,0,2022-02-08 01:49:14.991817,2022-02-08 01:49:14.991817,3,4155
2031,142.250.115.94,192.168.64.2,80,44350,tcp,0,2022-02-08 01:49:14.991817,2022-02-08 01:49:14.991817,1,52
2032,192.168.64.2,142.250.115.104,34512,443,udp,0,2022-02-08 01:49:14.992060,2022-02-08 01:49:14.992060,1,61
