,SRC_IP,DST_IP,SRC_PORT,DST_PORT,PROTOCOL,TOS,TIMESTAMP_START,TIMESTAMP_END,PACKETS,BYTES
7425,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:15:27.015982,2022-02-08 03:15:27.015982,1,238
7426,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:15:27.015982,2022-02-08 03:15:27.015982,1,258
7427,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:15:28.087369,2022-02-08 03:15:28.087369,1,456
7428,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:15:28.087371,2022-02-08 03:15:28.087371,1,476
7429,fe80::f84d:89ff:fe09:264,ff02::1,0,34304,ipv6-icmp,0,2022-02-08 03:15:31.998832,2022-02-08 03:15:31.998832,1,128
7430,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:15:32.010681,2022-02-08 03:15:32.010681,1,96
7431,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:15:33.022937,2022-02-08 03:15:33.022937,1,96
7432,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:15:43.697537,2022-02-08 03:15:43.697537,1,183
7433,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:15:43.699905,2022-02-08 03:15:43.699905,1,203
7434,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:15:43.800022,2022-02-08 03:15:43.800022,1,105
7435,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:15:43.800024,2022-02-08 03:15:43.800024,1,125
7436,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:15:44.772319,2022-02-08 03:15:44.772319,1,119
7437,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:15:44.772320,2022-02-08 03:15:44.772320,1,139
7438,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:15:44.880659,2022-02-08 03:15:44.880659,1,387
7439,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:15:44.880659,2022-02-08 03:15:44.880659,1,407
7440,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:15:45.776554,2022-02-08 03:15:45.776554,1,456
7441,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:15:45.776555,2022-02-08 03:15:45.776555,1,476
7442,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:15:46.264830,2022-02-08 03:15:46.264830,1,238
7443,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:15:46.264831,2022-02-08 03:15:46.264831,1,258
7444,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:15:48.784696,2022-02-08 03:15:48.784696,1,456
7445,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:15:48.784698,2022-02-08 03:15:48.784698,1,476
7446,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:03.152573,2022-02-08 03:16:03.152573,1,183
7447,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:03.152573,2022-02-08 03:16:03.152573,1,203
7448,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:03.256431,2022-02-08 03:16:03.256431,1,105
7449,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:03.256432,2022-02-08 03:16:03.256432,1,125
7450,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:04.244233,2022-02-08 03:16:04.244233,1,119
7451,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:04.244233,2022-02-08 03:16:04.244233,1,139
7452,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:04.330453,2022-02-08 03:16:04.330453,1,238
7453,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:04.330454,2022-02-08 03:16:04.330454,1,258
7454,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:04.344946,2022-02-08 03:16:04.344946,1,222
7455,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:04.344946,2022-02-08 03:16:04.344946,1,242
7456,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:05.247194,2022-02-08 03:16:05.247194,1,291
7457,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:05.247195,2022-02-08 03:16:05.247195,1,311
7458,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:05.346648,2022-02-08 03:16:05.346648,1,221
7459,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:05.346648,2022-02-08 03:16:05.346648,1,241
7460,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:05.430632,2022-02-08 03:16:05.430632,1,238
7461,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:05.432337,2022-02-08 03:16:05.432337,1,258
7462,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:06.351134,2022-02-08 03:16:06.351134,1,221
7463,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:06.351135,2022-02-08 03:16:06.351135,1,241
7464,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:06.839401,2022-02-08 03:16:06.839401,1,183
7465,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:06.839402,2022-02-08 03:16:06.839402,1,203
7466,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:06.951793,2022-02-08 03:16:06.951793,1,105
7467,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:06.951794,2022-02-08 03:16:06.951794,1,125
7468,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:08.254361,2022-02-08 03:16:08.254361,1,456
7469,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:08.254363,2022-02-08 03:16:08.254363,1,476
7470,192.168.64.2,34.117.237.239,56080,443,tcp,0,2022-02-08 03:16:12.346758,2022-02-08 03:16:12.346758,1,91
7471,34.117.237.239,192.168.64.2,443,56080,tcp,0,2022-02-08 03:16:12.370387,2022-02-08 03:16:12.370387,1,52
7472,34.117.237.239,192.168.64.2,443,56080,tcp,0,2022-02-08 03:16:12.370388,2022-02-08 03:16:12.370388,1,91
7473,192.168.64.2,34.117.237.239,56080,443,tcp,0,2022-02-08 03:16:12.414176,2022-02-08 03:16:12.414176,1,52
7474,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:23.325932,2022-02-08 03:16:23.325932,1,183
7475,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:23.325933,2022-02-08 03:16:23.325933,1,203
7476,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:23.431363,2022-02-08 03:16:23.431363,1,105
7477,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:23.431363,2022-02-08 03:16:23.431363,1,125
7478,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:24.390674,2022-02-08 03:16:24.390674,1,119
7479,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:24.390675,2022-02-08 03:16:24.390675,1,139
7480,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:24.490387,2022-02-08 03:16:24.490387,1,387
7481,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:24.490388,2022-02-08 03:16:24.490388,1,407
7482,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:24.973315,2022-02-08 03:16:24.973315,1,238
7483,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:24.973315,2022-02-08 03:16:24.973315,1,258
7484,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:25.394101,2022-02-08 03:16:25.394101,1,456
7485,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:25.394102,2022-02-08 03:16:25.394102,1,476
7486,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:28.402149,2022-02-08 03:16:28.402149,1,456
7487,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:28.402150,2022-02-08 03:16:28.402150,1,476
7488,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:43.911556,2022-02-08 03:16:43.911556,1,183
7489,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:43.911777,2022-02-08 03:16:43.911777,1,203
7490,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:44.009566,2022-02-08 03:16:44.009566,1,105
7491,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:44.009566,2022-02-08 03:16:44.009566,1,125
7492,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:45.001958,2022-02-08 03:16:45.001958,1,119
7493,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:45.002125,2022-02-08 03:16:45.002125,1,139
7494,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:45.205014,2022-02-08 03:16:45.205014,1,387
7495,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:45.206304,2022-02-08 03:16:45.206304,1,407
7496,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:46.007005,2022-02-08 03:16:46.007005,1,456
7497,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:46.007006,2022-02-08 03:16:46.007006,1,476
7498,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:46.480165,2022-02-08 03:16:46.480165,1,238
7499,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:46.480995,2022-02-08 03:16:46.480995,1,258
7500,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:16:49.014839,2022-02-08 03:16:49.014839,1,456
7501,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:16:49.015282,2022-02-08 03:16:49.015282,1,476
7502,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:06.539564,2022-02-08 03:17:06.539564,1,183
7503,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:06.539564,2022-02-08 03:17:06.539564,1,203
7504,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:06.645197,2022-02-08 03:17:06.645197,1,105
7505,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:06.645198,2022-02-08 03:17:06.645198,1,125
7506,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:07.607276,2022-02-08 03:17:07.607276,1,119
7507,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:07.607567,2022-02-08 03:17:07.607567,1,139
7508,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:07.707018,2022-02-08 03:17:07.707018,1,387
7509,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:07.707019,2022-02-08 03:17:07.707019,1,407
7510,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:07.984071,2022-02-08 03:17:07.984071,1,238
7511,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:07.984071,2022-02-08 03:17:07.984071,1,258
7512,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:08.610554,2022-02-08 03:17:08.610554,1,456
7513,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:08.610555,2022-02-08 03:17:08.610555,1,476
7514,192.168.64.2,34.117.237.239,56080,443,tcp,0,2022-02-08 03:17:11.352841,2022-02-08 03:17:11.352841,1,91
7515,34.117.237.239,192.168.64.2,443,56080,tcp,0,2022-02-08 03:17:11.378928,2022-02-08 03:17:11.378928,1,91
7516,192.168.64.2,34.117.237.239,56080,443,tcp,0,2022-02-08 03:17:11.378995,2022-02-08 03:17:11.378995,1,52
7517,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:11.617463,2022-02-08 03:17:11.617463,1,456
7518,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:11.617465,2022-02-08 03:17:11.617465,1,476
7519,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:26.509140,2022-02-08 03:17:26.509140,1,183
7520,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:26.510244,2022-02-08 03:17:26.510244,1,203
7521,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:26.614275,2022-02-08 03:17:26.614275,1,105
7522,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:26.614277,2022-02-08 03:17:26.614277,1,125
7523,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:27.565982,2022-02-08 03:17:27.565982,1,119
7524,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:27.565983,2022-02-08 03:17:27.565983,1,139
7525,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:27.642937,2022-02-08 03:17:27.642937,1,183
7526,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:27.642938,2022-02-08 03:17:27.642938,1,203
7527,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:27.667876,2022-02-08 03:17:27.667876,1,387
7528,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:27.667877,2022-02-08 03:17:27.667877,1,407
7529,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:27.744494,2022-02-08 03:17:27.744494,1,105
7530,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:27.744495,2022-02-08 03:17:27.744495,1,125
7531,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:28.570288,2022-02-08 03:17:28.570288,1,456
7532,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:28.570290,2022-02-08 03:17:28.570290,1,476
7533,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:30.512532,2022-02-08 03:17:30.512532,1,238
7534,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:30.512532,2022-02-08 03:17:30.512532,1,258
7535,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:31.578605,2022-02-08 03:17:31.578605,1,456
7536,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:31.578606,2022-02-08 03:17:31.578606,1,476
7537,fe80::f84d:89ff:fe09:264,ff02::1,0,34304,ipv6-icmp,0,2022-02-08 03:17:36.046950,2022-02-08 03:17:36.046950,1,128
7538,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:17:36.058524,2022-02-08 03:17:36.058524,1,96
7539,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:17:36.194263,2022-02-08 03:17:36.194263,1,96
7540,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:51.143577,2022-02-08 03:17:51.143577,1,1443
7541,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:17:51.143578,2022-02-08 03:17:51.143578,2,1744
7542,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:17:51.143578,2022-02-08 03:17:51.143578,1,261
7543,192.168.64.2,34.117.237.239,56080,443,tcp,0,2022-02-08 03:18:04.379833,2022-02-08 03:18:04.379833,1,91
7544,192.168.64.2,34.117.237.239,56080,443,tcp,0,2022-02-08 03:18:04.381133,2022-02-08 03:18:04.381133,1,76
7545,34.117.237.239,192.168.64.2,443,56080,tcp,0,2022-02-08 03:18:04.407021,2022-02-08 03:18:04.407021,1,52
7546,34.117.237.239,192.168.64.2,443,56080,tcp,0,2022-02-08 03:18:04.407022,2022-02-08 03:18:04.407022,1,52
7547,34.117.237.239,192.168.64.2,443,56080,tcp,0,2022-02-08 03:18:04.702965,2022-02-08 03:18:04.702965,1,52
7548,192.168.64.2,34.117.237.239,56080,443,tcp,0,2022-02-08 03:18:04.703107,2022-02-08 03:18:04.703107,1,52
7549,fe80::f84d:89ff:fe09:264,ff02::1,0,34304,ipv6-icmp,0,2022-02-08 03:18:38.123489,2022-02-08 03:18:38.123489,1,128
7550,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:18:38.134604,2022-02-08 03:18:38.134604,1,96
7551,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:18:38.781831,2022-02-08 03:18:38.781831,1,96
7552,35.155.44.228,192.168.64.2,443,49226,tcp,0,2022-02-08 03:19:58.063934,2022-02-08 03:19:58.063934,1,83
7553,192.168.64.2,35.155.44.228,49226,443,tcp,0,2022-02-08 03:19:58.064213,2022-02-08 03:19:58.064213,1,52
7554,192.168.64.2,35.155.44.228,49226,443,tcp,0,2022-02-08 03:19:58.064759,2022-02-08 03:19:58.064759,1,87
7555,35.155.44.228,192.168.64.2,443,49226,tcp,0,2022-02-08 03:19:58.133187,2022-02-08 03:19:58.133187,1,52
7556,fe80::f84d:89ff:fe09:264,ff02::1,0,34304,ipv6-icmp,0,2022-02-08 03:20:43.201497,2022-02-08 03:20:43.201497,1,128
7557,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:20:43.214285,2022-02-08 03:20:43.214285,1,96
7558,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:20:43.617754,2022-02-08 03:20:43.617754,1,96
7559,fe80::f84d:89ff:fe09:264,ff02::1,0,34304,ipv6-icmp,0,2022-02-08 03:22:45.281365,2022-02-08 03:22:45.281365,1,128
7560,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:22:45.294502,2022-02-08 03:22:45.294502,1,96
7561,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:22:45.444641,2022-02-08 03:22:45.444641,1,96
7562,fe80::f84d:89ff:fe09:264,ff02::1,0,34304,ipv6-icmp,0,2022-02-08 03:24:08.355498,2022-02-08 03:24:08.355498,1,128
7563,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:24:08.369874,2022-02-08 03:24:08.369874,1,96
7564,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:24:09.056097,2022-02-08 03:24:09.056097,1,96
7565,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:24:10.264589,2022-02-08 03:24:10.264589,1,248
7566,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:24:10.264590,2022-02-08 03:24:10.264590,1,268
7567,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:24:11.266530,2022-02-08 03:24:11.266530,1,248
7568,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:24:11.266531,2022-02-08 03:24:11.266531,1,268
7569,192.168.64.2,192.168.64.1,54147,53,udp,0,2022-02-08 03:24:11.559949,2022-02-08 03:24:11.559949,1,85
7570,192.168.64.1,192.168.64.2,53,54147,udp,0,2022-02-08 03:24:11.649859,2022-02-08 03:24:11.649859,1,312
7571,192.168.64.2,40.64.128.224,40180,443,tcp,0,2022-02-08 03:24:11.650528,2022-02-08 03:24:11.650528,1,60
7572,40.64.128.224,192.168.64.2,443,40180,tcp,0,2022-02-08 03:24:11.721447,2022-02-08 03:24:11.721447,1,60
7573,192.168.64.2,40.64.128.224,40180,443,tcp,0,2022-02-08 03:24:11.721513,2022-02-08 03:24:11.721513,1,52
7574,192.168.64.2,40.64.128.224,40180,443,tcp,0,2022-02-08 03:24:11.721898,2022-02-08 03:24:11.721898,1,569
7575,40.64.128.224,192.168.64.2,443,40180,tcp,0,2022-02-08 03:24:11.795198,2022-02-08 03:24:11.795198,1,4305
7576,192.168.64.2,40.64.128.224,40180,443,tcp,0,2022-02-08 03:24:11.795331,2022-02-08 03:24:11.795331,1,52
7577,192.168.64.2,40.64.128.224,40180,443,tcp,0,2022-02-08 03:24:11.811950,2022-02-08 03:24:11.811950,1,178
7578,40.64.128.224,192.168.64.2,443,40180,tcp,0,2022-02-08 03:24:11.888160,2022-02-08 03:24:11.888160,1,103
7579,192.168.64.2,40.64.128.224,40180,443,tcp,0,2022-02-08 03:24:11.888351,2022-02-08 03:24:11.888351,1,52
7580,192.168.64.2,40.64.128.224,40180,443,tcp,0,2022-02-08 03:24:11.890318,2022-02-08 03:24:11.890318,1,507
7581,40.64.128.224,192.168.64.2,443,40180,tcp,0,2022-02-08 03:24:11.966015,2022-02-08 03:24:11.966015,1,387
7582,192.168.64.2,40.64.128.224,40180,443,tcp,0,2022-02-08 03:24:11.966237,2022-02-08 03:24:11.966237,1,52
7583,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:24:13.267631,2022-02-08 03:24:13.267631,1,248
7584,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:24:13.267631,2022-02-08 03:24:13.267631,1,268
7585,192.168.64.1,224.0.0.251,5353,5353,udp,0,2022-02-08 03:24:17.268396,2022-02-08 03:24:17.268396,1,248
7586,fe80::f84d:89ff:fe09:264,ff02::fb,5353,5353,udp,0,2022-02-08 03:24:17.268397,2022-02-08 03:24:17.268397,1,268
7587,192.168.64.2,192.168.64.1,35920,53,udp,0,2022-02-08 03:24:26.991728,2022-02-08 03:24:26.991728,1,89
7588,192.168.64.2,192.168.64.1,49882,53,udp,0,2022-02-08 03:24:26.991926,2022-02-08 03:24:26.991926,1,89
7589,192.168.64.1,192.168.64.2,53,35920,udp,0,2022-02-08 03:24:27.032801,2022-02-08 03:24:27.032801,1,209
7590,192.168.64.1,192.168.64.2,53,49882,udp,0,2022-02-08 03:24:27.038611,2022-02-08 03:24:27.038611,1,253
7591,192.168.64.2,192.168.64.1,43411,53,udp,0,2022-02-08 03:24:27.039344,2022-02-08 03:24:27.039344,1,99
7592,192.168.64.1,192.168.64.2,53,43411,udp,0,2022-02-08 03:24:27.041388,2022-02-08 03:24:27.041388,1,169
7593,192.168.64.2,20.189.173.1,36896,443,tcp,0,2022-02-08 03:24:27.043056,2022-02-08 03:24:27.043056,1,60
7594,20.189.173.1,192.168.64.2,443,36896,tcp,0,2022-02-08 03:24:27.105188,2022-02-08 03:24:27.105188,1,52
7595,192.168.64.2,20.189.173.1,36896,443,tcp,0,2022-02-08 03:24:27.105665,2022-02-08 03:24:27.105665,1,40
7596,192.168.64.2,20.189.173.1,36896,443,tcp,0,2022-02-08 03:24:27.107970,2022-02-08 03:24:27.107970,1,557
7597,20.189.173.1,192.168.64.2,443,36896,tcp,0,2022-02-08 03:24:27.171879,2022-02-08 03:24:27.171879,1,4473
7598,192.168.64.2,20.189.173.1,36896,443,tcp,0,2022-02-08 03:24:27.172085,2022-02-08 03:24:27.172085,1,40
7599,192.168.64.2,20.189.173.1,36896,443,tcp,0,2022-02-08 03:24:27.181099,2022-02-08 03:24:27.181099,1,198
7600,20.189.173.1,192.168.64.2,443,36896,tcp,0,2022-02-08 03:24:27.245109,2022-02-08 03:24:27.245109,1,91
7601,192.168.64.2,20.189.173.1,36896,443,tcp,0,2022-02-08 03:24:27.245279,2022-02-08 03:24:27.245279,1,40
7602,192.168.64.2,20.189.173.1,36896,443,tcp,0,2022-02-08 03:24:27.249497,2022-02-08 03:24:27.249497,1,872
7603,20.189.173.1,192.168.64.2,443,36896,tcp,0,2022-02-08 03:24:27.370962,2022-02-08 03:24:27.370962,1,40
7604,20.189.173.1,192.168.64.2,443,36896,tcp,0,2022-02-08 03:24:30.558810,2022-02-08 03:24:30.558810,1,427
7605,192.168.64.2,20.189.173.1,36896,443,tcp,0,2022-02-08 03:24:30.562878,2022-02-08 03:24:30.562878,1,71
7606,192.168.64.2,20.189.173.1,36896,443,tcp,0,2022-02-08 03:24:30.564969,2022-02-08 03:24:30.564969,1,40
7607,20.189.173.1,192.168.64.2,443,36896,tcp,0,2022-02-08 03:24:30.632386,2022-02-08 03:24:30.632386,1,40
7608,192.168.64.2,40.64.128.224,40180,443,tcp,0,2022-02-08 03:24:58.077810,2022-02-08 03:24:58.077810,1,52
7609,35.155.44.228,192.168.64.2,443,49226,tcp,0,2022-02-08 03:24:58.144359,2022-02-08 03:24:58.144359,1,83
7610,192.168.64.2,35.155.44.228,49226,443,tcp,0,2022-02-08 03:24:58.146595,2022-02-08 03:24:58.146595,1,87
7611,40.64.128.224,192.168.64.2,443,40180,tcp,0,2022-02-08 03:24:58.152030,2022-02-08 03:24:58.152030,1,52
7612,35.155.44.228,192.168.64.2,443,49226,tcp,0,2022-02-08 03:24:58.215728,2022-02-08 03:24:58.215728,1,52
7613,fe80::f84d:89ff:fe09:264,ff02::1,0,34304,ipv6-icmp,0,2022-02-08 03:25:12.412382,2022-02-08 03:25:12.412382,1,128
7614,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:25:12.422123,2022-02-08 03:25:12.422123,1,96
7615,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:25:13.024338,2022-02-08 03:25:13.024338,1,96
7616,192.168.64.2,40.64.128.224,40180,443,tcp,0,2022-02-08 03:25:43.155083,2022-02-08 03:25:43.155083,1,52
7617,40.64.128.224,192.168.64.2,443,40180,tcp,0,2022-02-08 03:25:43.228524,2022-02-08 03:25:43.228524,1,52
7618,fe80::f84d:89ff:fe09:264,ff02::1,0,34304,ipv6-icmp,0,2022-02-08 03:25:58.487909,2022-02-08 03:25:58.487909,1,128
7619,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:25:58.498854,2022-02-08 03:25:58.498854,1,96
7620,fe80::70b9:60ff:feda:d9f9,ff02::16,0,36608,ipv6-icmp,0,2022-02-08 03:25:59.297192,2022-02-08 03:25:59.297192,1,96
7621,40.64.128.224,192.168.64.2,443,40180,tcp,0,2022-02-08 03:26:14.703684,2022-02-08 03:26:14.703684,1,40
7622,fe80::f84d:89ff:fe09:264,ff02::1,0,34304,ipv6-icmp,0,2022-02-08 03:27:27.561458,2022-02-08 03:27:27.561458,1,128
